ANNEE,PREMPRENOM,NOMBREPREMPRENOM,ORDRE
1987,SYLVAIN,32,52
1987,DELPHINE,31,53
1987,FABIEN,31,54
1987,MELANIE,31,55
1987,VIRGINIE,31,56
1987,ALEXANDRA,30,57
1987,CELINE,29,58
1987,CINDY,29,59
1987,LAURE,29,60
1987,MICHAEL,29,61
1987,CORALIE,27,62
1987,CYRIL,27,63
1987,REMI,27,64
1987,FANNY,26,65
1987,JEROME,26,66
1987,ALEXIS,25,67
1987,ANAIS,24,68
1987,CAROLINE,24,69
1987,CHRISTOPHE,24,70
1987,LUDOVIC,24,71
1987,CEDRIC,23,72
1987,CHRISTELLE,23,73
1987,JEAN,23,74
1987,MELISSA,23,75
1987,OLIVIER,23,76
1987,AURELIEN,22,77
1987,FRANCOIS,22,78
1987,REMY,22,79
1987,SABRINA,22,80
1987,HUGO,21,81
1987,FLORENT,20,82
1987,MARC,20,83
1987,MATHILDE,20,84
1987,SONIA,20,85
1987,CHLOE,19,86
1987,MAEVA,19,87
1987,YOANN,19,88
1987,CLEMENCE,18,89
1987,EDOUARD,18,90
1987,EMMANUEL,18,91
1987,XAVIER,18,92
1987,ELSA,17,93
1987,LOIC,17,94
1987,PAUL,17,95
1987,YANN,17,96
1987,CHARLES,16,97
1987,GEOFFREY,16,98
1987,JEAN-BAPTISTE,16,99
1987,JOHANNA,16,100
1986,JULIEN,141,1
1986,NICOLAS,123,2
1986,ROMAIN,101,3
1986,THOMAS,100,4
1986,ALEXANDRE,96,5
1986,GUILLAUME,92,6
1986,EMILIE,89,7
1986,JENNIFER,86,8
1986,AURELIE,83,9
1986,JULIE,82,10
1986,DAMIEN,80,11
1986,MARIE,79,12
1986,MATHIEU,78,13
1986,JONATHAN,76,14
1986,ELODIE,75,15
1986,AUDREY,72,16
1986,MARION,71,17
1986,BENJAMIN,68,18
1986,LAETITIA,66,19
1986,JEREMY,64,20
1986,VINCENT,64,21
1986,JESSICA,62,22
1986,SEBASTIEN,62,23
1986,CAMILLE,61,24
1986,ANTHONY,59,25
1986,DAVID,58,26
1986,STEPHANIE,58,27
1986,PIERRE,55,28
1986,CHARLOTTE,53,29
1986,MARINE,53,30
1986,BENOIT,46,31
1986,KEVIN,45,32
1986,FLORIAN,44,33
1986,VANESSA,43,34
1986,CELINE,40,35
1986,MATTHIEU,40,36
1986,PAULINE,40,37
1986,SOPHIE,40,38
1986,LUDOVIC,39,39
1986,AURORE,38,40
1986,MELANIE,38,41
1986,MICKAEL,38,42
1986,SABRINA,38,43
1986,ADRIEN,36,44
1986,SARAH,36,45
1986,SYLVAIN,36,46
1986,CHRISTOPHE,35,47
1986,CLAIRE,35,48
1986,LAURE,35,49
1986,LOIC,35,50
1986,JEROME,34,51
1986,MICHAEL,34,52
1986,AMANDINE,33,53
1986,FABIEN,33,54
1986,VIRGINIE,33,55
1986,ARNAUD,32,56
1986,LAURA,32,57
1986,LUCIE,32,58
1986,ANTOINE,30,59
1986,JEAN-BAPTISTE,30,60
1986,QUENTIN,30,61
1986,CAROLINE,29,62
1986,CLEMENT,29,63
1986,CORALIE,29,64
1986,GAELLE,29,65
1986,LAURENT,27,66
1986,SANDRA,27,67
1986,CECILE,26,68
1986,CEDRIC,26,69
1986,CHRISTOPHER,26,70
1986,CINDY,26,71
1986,CYRIL,26,72
1986,OLIVIER,26,73
1986,MAXIME,25,74
1986,DELPHINE,24,75
1986,YANNICK,24,76
1986,EMMANUEL,23,77
1986,GREGORY,23,78
1986,HELENE,23,79
1986,EMMANUELLE,22,80
1986,FANNY,22,81
1986,MELISSA,21,82
1986,AUDE,20,83
1986,NATHALIE,20,84
1986,SANDRINE,20,85
1986,XAVIER,20,86
1986,CHLOE,19,87
1986,FLORENT,19,88
1986,JEAN,19,89
1986,MATHILDE,19,90
1986,PAUL,19,91
1986,THIBAULT,19,92
1986,ANAIS,18,93
1986,ANGELIQUE,18,94
1986,CYNTHIA,18,95
1986,MARC,18,96
1986,REMI,18,97
1986,SONIA,18,98
1986,ALEXANDRA,17,99
1986,BAPTISTE,17,100
1985,JULIEN,167,1
1985,NICOLAS,133,2
1985,AURELIE,113,3
1985,EMILIE,103,4
1985,JONATHAN,99,5
1985,JULIE,95,6
1985,GUILLAUME,92,7
1985,AUDREY,88,8
1985,JENNIFER,83,9
1985,THOMAS,83,10
1985,DAMIEN,81,11
1985,ALEXANDRE,76,12
1985,ROMAIN,76,13
1985,MARIE,75,14
1985,ANTHONY,72,15
1985,DAVID,69,16
1985,STEPHANIE,68,17
1985,MATHIEU,67,18
1985,JEREMY,64,19
1985,VINCENT,64,20
1985,ELODIE,63,21
1985,PIERRE,63,22
1985,SOPHIE,62,23
1985,MARION,61,24
1985,BENJAMIN,60,25
1985,LAETITIA,58,26
1985,SEBASTIEN,56,27
1985,JESSICA,54,28
1985,BENOIT,51,29
1985,FABIEN,50,30
1985,CAMILLE,49,31
1985,AMANDINE,47,32
1985,GREGORY,46,33
1985,VIRGINIE,46,34
1985,MELANIE,45,35
1985,JEROME,43,36
1985,PAULINE,43,37
1985,MATTHIEU,42,38
1985,MICKAEL,42,39
1985,SARAH,42,40
1985,CHARLOTTE,41,41
1985,SYLVAIN,41,42
1985,VANESSA,41,43
1985,ARNAUD,40,44
1985,AURORE,40,45
1985,LAURE,40,46
1985,CHRISTELLE,38,47
1985,CLAIRE,38,48
1985,CAROLINE,37,49
1985,CEDRIC,37,50
1985,MARINE,37,51
1985,MICHAEL,37,52
1985,SABRINA,37,53
1985,CHRISTOPHE,36,54
1985,KEVIN,36,55
1985,ADRIEN,32,56
1985,ANTOINE,32,57
1985,AURELIEN,32,58
1985,CECILE,32,59
1985,CELINE,32,60
1985,FREDERIC,32,61
1985,JEAN,31,62
1985,STEPHANE,31,63
1985,CYRIL,30,64
1985,LUDOVIC,30,65
1985,MELISSA,29,66
1985,SANDRA,29,67
1985,FLORIAN,28,68
1985,HELENE,28,69
1985,LAURENT,28,70
1985,LOIC,28,71
1985,MATHILDE,28,72
1985,SANDRINE,28,73
1985,LAURA,26,74
1985,CLEMENT,25,75
1985,FLORENT,25,76
1985,LUCIE,25,77
1985,MARC,25,78
1985,OLIVIER,25,79
1985,DELPHINE,24,80
1985,MAXIME,24,81
1985,THIBAULT,24,82
1985,ANAIS,22,83
1985,ANNE,22,84
1985,FANNY,22,85
1985,GAELLE,22,86
1985,SONIA,22,87
1985,YOANN,22,88
1985,ALICE,21,89
1985,ISABELLE,21,90
1985,REMI,21,91
1985,AURÉLIE,20,92
1985,CAROLE,20,93
1985,FRANCOIS,20,94
1985,MARINA,20,95
1985,ALEXANDRA,19,96
1985,ALEXIS,19,97
1985,AMELIE,19,98
1985,MAGALI,19,99
1985,NATHALIE,19,100
1984,JULIEN,160,1
1984,NICOLAS,130,2
1984,AURELIE,110,3
1984,EMILIE,108,4
1984,GUILLAUME,103,5
1984,AUDREY,91,6
1984,JULIE,90,7
1984,THOMAS,89,8
1984,DAVID,88,9
1984,ROMAIN,86,10
1984,ELODIE,84,11
1984,SEBASTIEN,80,12
1984,JONATHAN,76,13
1984,LAETITIA,76,14
1984,DAMIEN,75,15
1984,BENJAMIN,71,16
1984,MATHIEU,71,17
1984,VINCENT,66,18
1984,JESSICA,64,19
1984,STEPHANIE,64,20
1984,ALEXANDRE,62,21
1984,JENNIFER,61,22
1984,JEREMY,60,23
1984,ANTHONY,59,24
1984,CLAIRE,57,25
1984,FABIEN,56,26
1984,MARIE,54,27
1984,PIERRE,53,28
1984,SOPHIE,53,29
1984,CHRISTOPHE,52,30
1984,MARION,52,31
1984,MATTHIEU,50,32
1984,CAROLINE,45,33
1984,CELINE,43,34
1984,LUDOVIC,43,35
1984,CEDRIC,41,36
1984,OLIVIER,41,37
1984,SABRINA,39,38
1984,VIRGINIE,39,39
1984,AMANDINE,38,40
1984,CAMILLE,38,41
1984,LAURE,38,42
1984,MELANIE,38,43
1984,MICHAEL,37,44
1984,SARAH,37,45
1984,JEROME,36,46
1984,VANESSA,36,47
1984,ARNAUD,35,48
1984,CECILE,35,49
1984,SANDRINE,35,50
1984,SYLVAIN,35,51
1984,GREGORY,34,52
1984,BENOIT,33,53
1984,MICKAEL,33,54
1984,AURELIEN,32,55
1984,CHRISTELLE,32,56
1984,CLEMENT,32,57
1984,ISABELLE,32,58
1984,LAURENT,32,59
1984,SANDRA,31,60
1984,ANTOINE,30,61
1984,AURORE,30,62
1984,PAULINE,30,63
1984,ANGELIQUE,29,64
1984,NATHALIE,29,65
1984,ADRIEN,27,66
1984,LUCIE,26,67
1984,FANNY,25,68
1984,GAELLE,25,69
1984,CHARLOTTE,24,70
1984,FLORIAN,24,71
1984,MARC,24,72
1984,REMI,24,73
1984,XAVIER,24,74
1984,ALEXANDRA,23,75
1984,AURÉLIE,23,76
1984,CYRIL,23,77
1984,DELPHINE,23,78
1984,ERIC,21,79
1984,KEVIN,21,80
1984,LAURA,21,81
1984,LOIC,21,82
1984,AMELIE,20,83
1984,JEAN,20,84
1984,JEAN-BAPTISTE,20,85
1984,SONIA,20,86
1984,STEPHANE,20,87
1984,THIBAULT,20,88
1984,CLEMENCE,19,89
1984,HELENE,19,90
1984,MATHILDE,19,91
1984,LAURIE,18,92
1984,PHILIPPE,18,93
1984,YOANN,18,94
1984,ANNE,17,95
1984,EMMANUELLE,17,96
1984,NADEGE,17,97
1984,AUDE,16,98
1984,CHRISTOPHER,16,99
1984,CORALIE,16,100
1983,JULIEN,173,1
1983,NICOLAS,135,2
1983,AURELIE,120,3
1983,GUILLAUME,101,4
1983,SEBASTIEN,99,5
1983,JULIE,91,6
1983,AUDREY,88,7
1983,EMILIE,82,8
1983,MARIE,82,9
1983,LAETITIA,80,10
1983,MATHIEU,78,11
1983,THOMAS,77,12
1983,CELINE,76,13
1983,SOPHIE,74,14
1983,ELODIE,73,15
1983,DAMIEN,72,16
1983,DAVID,71,17
1983,STEPHANIE,71,18
1983,VINCENT,70,19
1983,PIERRE,69,20
1983,ALEXANDRE,63,21
1983,VIRGINIE,63,22
1983,JEREMY,62,23
1983,ROMAIN,61,24
1983,JESSICA,59,25
1983,CAROLINE,57,26
1983,BENJAMIN,56,27
1983,CEDRIC,56,28
1983,JONATHAN,56,29
1983,JEROME,55,30
1983,AMANDINE,54,31
1983,LUDOVIC,52,32
1983,ANTHONY,50,33
1983,CHRISTOPHE,49,34
1983,SABRINA,48,35
1983,VANESSA,48,36
1983,BENOIT,46,37
1983,CECILE,46,38
1983,GREGORY,44,39
1983,MARION,43,40
1983,MICKAEL,43,41
1983,DELPHINE,42,42
1983,CLAIRE,41,43
1983,LOIC,39,44
1983,OLIVIER,39,45
1983,MELANIE,38,46
1983,SYLVAIN,38,47
1983,LAURENT,37,48
1983,NATHALIE,37,49
1983,ARNAUD,36,50
1983,MATTHIEU,36,51
1983,SANDRA,36,52
1983,ANTOINE,33,53
1983,FABIEN,33,54
1983,JENNIFER,33,55
1983,LAURE,32,56
1983,CHRISTELLE,31,57
1983,EMMANUELLE,29,58
1983,MICHAEL,29,59
1983,FREDERIC,28,60
1983,GAELLE,28,61
1983,JEAN,27,62
1983,SARAH,27,63
1983,ANGELIQUE,26,64
1983,CAMILLE,26,65
1983,MARINA,26,66
1983,AURÉLIE,25,67
1983,YANNICK,25,68
1983,CYRIL,24,69
1983,FLORENT,24,70
1983,FLORIAN,24,71
1983,XAVIER,24,72
1983,ANNE,23,73
1983,CLEMENT,23,74
1983,REMI,23,75
1983,AURELIEN,22,76
1983,EMMANUEL,22,77
1983,ISABELLE,22,78
1983,KEVIN,22,79
1983,PAULINE,22,80
1983,SANDRINE,22,81
1983,STEPHANE,22,82
1983,AURORE,21,83
1983,CAROLE,21,84
1983,CORALIE,21,85
1983,FRANCK,21,86
1983,CINDY,20,87
1983,ERIC,20,88
1983,LUCIE,20,89
1983,MARC,20,90
1983,NELLY,19,91
1983,SÉBASTIEN,19,92
1983,YANN,19,93
1983,ADRIEN,18,94
1983,BRUNO,18,95
1983,FRANCOIS,18,96
1983,MAXIME,18,97
1983,SONIA,18,98
1983,ALICE,17,99
1983,FANNY,17,100
1982,JULIEN,194,1
1982,NICOLAS,194,2
1982,AURELIE,134,3
1982,EMILIE,129,4
1982,LAETITIA,110,5
1982,SEBASTIEN,94,6
1982,DAMIEN,93,7
1982,GUILLAUME,89,8
1982,JESSICA,89,9
1982,JULIE,88,10
1982,VIRGINIE,87,11
1982,DAVID,85,12
1982,ELODIE,84,13
1982,VINCENT,84,14
1982,MATHIEU,82,15
1982,PIERRE,82,16
1982,ALEXANDRE,81,17
1982,AUDREY,71,18
1982,VANESSA,71,19
1982,CELINE,70,20
1982,THOMAS,69,21
1982,STEPHANIE,66,22
1982,JEROME,65,23
1982,ROMAIN,65,24
1982,CAROLINE,62,25
1982,MARIE,61,26
1982,SABRINA,61,27
1982,BENJAMIN,58,28
1982,LUDOVIC,58,29
1982,CHRISTOPHE,55,30
1982,MATTHIEU,52,31
1982,CEDRIC,51,32
1982,DELPHINE,51,33
1982,FREDERIC,51,34
1982,ANTHONY,50,35
1982,BENOIT,49,36
1982,JONATHAN,49,37
1982,OLIVIER,49,38
1982,SOPHIE,49,39
1982,AMANDINE,47,40
1982,ARNAUD,47,41
1982,CECILE,46,42
1982,NATHALIE,46,43
1982,LAURE,45,44
1982,JEREMY,44,45
1982,MARION,43,46
1982,GREGORY,42,47
1982,SYLVAIN,42,48
1982,AURORE,41,49
1982,CYRIL,41,50
1982,LAURENT,41,51
1982,FABIEN,40,52
1982,MICKAEL,39,53
1982,SANDRA,38,54
1982,JENNIFER,36,55
1982,SANDRINE,36,56
1982,CLAIRE,34,57
1982,ANTOINE,33,58
1982,GAELLE,32,59
1982,MELANIE,32,60
1982,AURÉLIE,31,61
1982,XAVIER,31,62
1982,KARINE,30,63
1982,MICHAEL,30,64
1982,PHILIPPE,30,65
1982,SÉBASTIEN,30,66
1982,EMMANUELLE,29,67
1982,HELENE,29,68
1982,LUCIE,29,69
1982,ANGELIQUE,28,70
1982,SONIA,28,71
1982,ALEXANDRA,27,72
1982,REMI,27,73
1982,STEPHANE,27,74
1982,AURELIEN,26,75
1982,MAGALIE,26,76
1982,ANNE,25,77
1982,CAROLE,25,78
1982,EMMANUEL,25,79
1982,FLORIAN,25,80
1982,ISABELLE,25,81
1982,SARAH,25,82
1982,FRANCK,24,83
1982,LOIC,24,84
1982,MARINA,24,85
1982,PAULINE,24,86
1982,NELLY,23,87
1982,JEAN,22,88
1982,MARC,22,89
1982,YANNICK,22,90
1982,CINDY,21,91
1982,ERIC,21,92
1982,ADRIEN,20,93
1982,ALICE,20,94
1982,AUDE,20,95
1982,BRUNO,20,96
1982,FABRICE,20,97
1982,SIMON,20,98
1982,AMELIE,19,99
1982,ANNE-SOPHIE,19,100
1981,NICOLAS,237,1
1981,JULIEN,183,2
1981,EMILIE,118,3
1981,SEBASTIEN,117,4
1981,LAETITIA,116,5
1981,VIRGINIE,111,6
1981,GUILLAUME,109,7
1981,MARIE,103,8
1981,AURELIE,96,9
1981,CELINE,91,10
1981,AUDREY,87,11
1981,DAVID,86,12
1981,ELODIE,81,13
1981,OLIVIER,81,14
1981,THOMAS,79,15
1981,ALEXANDRE,78,16
1981,JEAN,78,17
1981,STEPHANIE,78,18
1981,VANESSA,75,19
1981,CHRISTOPHE,72,20
1981,PIERRE,72,21
1981,MATHIEU,71,22
1981,DAMIEN,69,23
1981,SABRINA,69,24
1981,FREDERIC,67,25
1981,JULIE,66,26
1981,JEROME,65,27
1981,SOPHIE,65,28
1981,VINCENT,62,29
1981,CEDRIC,59,30
1981,LUDOVIC,58,31
1981,CAROLINE,56,32
1981,ROMAIN,56,33
1981,CYRIL,55,34
1981,ARNAUD,51,35
1981,BENJAMIN,51,36
1981,ANNE,50,37
1981,AURORE,49,38
1981,CHRISTELLE,49,39
1981,BENOIT,48,40
1981,SYLVAIN,48,41
1981,DELPHINE,47,42
1981,SANDRA,47,43
1981,MICHAEL,46,44
1981,JESSICA,45,45
1981,LAURENT,44,46
1981,CECILE,43,47
1981,XAVIER,43,48
1981,SANDRINE,42,49
1981,MARION,40,50
1981,MATTHIEU,39,51
1981,FABIEN,38,52
1981,ISABELLE,38,53
1981,MICKAEL,38,54
1981,GAELLE,37,55
1981,GREGORY,37,56
1981,NATHALIE,37,57
1981,SÉBASTIEN,37,58
1981,HELENE,36,59
1981,KARINE,36,60
1981,ANTHONY,35,61
1981,CLAIRE,35,62
1981,FABRICE,35,63
1981,EMMANUELLE,34,64
1981,SONIA,32,65
1981,STEPHANE,32,66
1981,ERIC,31,67
1981,JONATHAN,31,68
1981,FLORENT,30,69
1981,JENNIFER,30,70
1981,JEREMY,30,71
1981,AURÉLIE,29,72
1981,FLORIAN,29,73
1981,LOIC,29,74
1981,AMANDINE,28,75
1981,FRANCK,27,76
1981,LAURE,27,77
1981,MAGALI,27,78
1981,MELANIE,27,79
1981,ANTOINE,26,80
1981,FRANCOIS,24,81
1981,MARINA,24,82
1981,PHILIPPE,24,83
1981,ANGELIQUE,23,84
1981,EMMANUEL,23,85
1981,CARINE,22,86
1981,ADELINE,21,87
1981,ADRIEN,21,88
1981,ALEXANDRA,21,89
1981,AURELIEN,21,90
1981,CÉDRIC,20,91
1981,CLEMENT,20,92
1981,SARAH,20,93
1981,NADIA,19,94
1981,NELLY,19,95
1981,PASCAL,19,96
1981,STÉPHANIE,19,97
1981,YANNICK,19,98
1981,BRICE,18,99
1981,DANIEL,18,100
1980,NICOLAS,261,1
1980,JULIEN,152,2
1980,EMILIE,134,3
1980,SEBASTIEN,123,4
1980,DAVID,121,5
1980,MARIE,114,6
1980,VIRGINIE,112,7
1980,GUILLAUME,111,8
1980,LAETITIA,100,9
1980,AURELIE,97,10
1980,CELINE,91,11
1980,JEAN,91,12
1980,ALEXANDRE,88,13
1980,CEDRIC,83,14
1980,MATHIEU,79,15
1980,OLIVIER,79,16
1980,AUDREY,78,17
1980,SANDRINE,77,18
1980,CHRISTOPHE,76,19
1980,SOPHIE,74,20
1980,JEROME,72,21
1980,BENJAMIN,69,22
1980,DAMIEN,67,23
1980,DELPHINE,67,24
1980,JULIE,67,25
1980,THOMAS,67,26
1980,VANESSA,67,27
1980,VINCENT,64,28
1980,FREDERIC,61,29
1980,ELODIE,56,30
1980,LAURENT,56,31
1980,SABRINA,56,32
1980,CAROLINE,55,33
1980,BENOIT,54,34
1980,CHRISTELLE,54,35
1980,CYRIL,54,36
1980,SYLVAIN,54,37
1980,SANDRA,53,38
1980,PIERRE,52,39
1980,STEPHANIE,52,40
1980,ROMAIN,51,41
1980,ANNE,50,42
1980,STEPHANE,50,43
1980,EMMANUELLE,49,44
1980,LUDOVIC,49,45
1980,NATHALIE,49,46
1980,CECILE,47,47
1980,ISABELLE,46,48
1980,LAURE,46,49
1980,KARINE,45,50
1980,MATTHIEU,45,51
1980,ARNAUD,44,52
1980,XAVIER,43,53
1980,SÉBASTIEN,41,54
1980,GREGORY,38,55
1980,PHILIPPE,37,56
1980,ALEXANDRA,36,57
1980,MARC,36,58
1980,MELANIE,36,59
1980,ANTHONY,35,60
1980,EMMANUEL,35,61
1980,AURORE,34,62
1980,FABRICE,34,63
1980,HELENE,33,64
1980,LOIC,33,65
1980,JEREMY,30,66
1980,JÉRÔME,30,67
1980,AURÉLIE,29,68
1980,CARINE,29,69
1980,CLAIRE,29,70
1980,CÉLINE,28,71
1980,FABIEN,28,72
1980,MAGALI,28,73
1980,MICHAEL,28,74
1980,ERIC,27,75
1980,SONIA,27,76
1980,STÉPHANIE,27,77
1980,JENNIFER,26,78
1980,FLORENT,25,79
1980,GAELLE,25,80
1980,SYLVIE,25,81
1980,FRANCOIS,24,82
1980,SEVERINE,24,83
1980,YANN,24,84
1980,YANNICK,24,85
1980,ANGELIQUE,23,86
1980,CHARLOTTE,23,87
1980,SARAH,23,88
1980,MARION,22,89
1980,NADIA,22,90
1980,NELLY,22,91
1980,ANTOINE,21,92
1980,AUDE,21,93
1980,FRÉDÉRIC,21,94
1980,JESSICA,21,95
1980,MICKAEL,21,96
1980,ADELINE,20,97
1980,CAMILLE,20,98
1980,CAROLE,20,99
1980,CLEMENT,20,100
1979,NICOLAS,157,1
1979,SEBASTIEN,142,2
1979,JULIEN,126,3
1979,DAVID,123,4
1979,LAETITIA,117,5
1979,CELINE,102,6
1979,VIRGINIE,98,7
1979,AURELIE,96,8
1979,JEAN,95,9
1979,MARIE,95,10
1979,CHRISTOPHE,94,11
1979,STEPHANIE,93,12
1979,LAURENT,90,13
1979,JEROME,84,14
1979,CEDRIC,83,15
1979,OLIVIER,83,16
1979,GUILLAUME,81,17
1979,AUDREY,73,18
1979,ALEXANDRE,72,19
1979,EMILIE,71,20
1979,SOPHIE,71,21
1979,FREDERIC,68,22
1979,VINCENT,68,23
1979,MATHIEU,64,24
1979,SABRINA,62,25
1979,SANDRINE,62,26
1979,CAROLINE,61,27
1979,LUDOVIC,60,28
1979,ANNE,59,29
1979,STEPHANE,58,30
1979,DELPHINE,56,31
1979,THOMAS,56,32
1979,CYRIL,55,33
1979,SANDRA,55,34
1979,NATHALIE,53,35
1979,PIERRE,53,36
1979,DAMIEN,52,37
1979,SYLVAIN,52,38
1979,JULIE,50,39
1979,VANESSA,50,40
1979,ARNAUD,49,41
1979,CHRISTELLE,49,42
1979,BENOIT,47,43
1979,CECILE,46,44
1979,EMMANUELLE,45,45
1979,BENJAMIN,43,46
1979,ISABELLE,43,47
1979,LAURE,42,48
1979,EMMANUEL,41,49
1979,ANTHONY,40,50
1979,CARINE,39,51
1979,SEVERINE,39,52
1979,FABIEN,38,53
1979,KARINE,38,54
1979,MATTHIEU,38,55
1979,XAVIER,38,56
1979,GREGORY,37,57
1979,MICHAEL,37,58
1979,PASCAL,37,59
1979,ALEXANDRA,34,60
1979,GAELLE,33,61
1979,ERIC,32,62
1979,MAGALI,32,63
1979,FLORENCE,30,64
1979,FLORENT,30,65
1979,NELLY,30,66
1979,PHILIPPE,30,67
1979,SÉBASTIEN,29,68
1979,AURORE,27,69
1979,CAROLE,27,70
1979,CÉDRIC,26,71
1979,CLAIRE,26,72
1979,ELODIE,26,73
1979,SONIA,26,74
1979,VALERIE,26,75
1979,YANN,26,76
1979,YANNICK,26,77
1979,FABRICE,25,78
1979,FRANCOIS,25,79
1979,MARC,25,80
1979,CÉLINE,24,81
1979,HELENE,24,82
1979,STÉPHANIE,24,83
1979,BRUNO,23,84
1979,LOIC,23,85
1979,MELANIE,23,86
1979,BERTRAND,22,87
1979,CINDY,22,88
1979,JONATHAN,22,89
1979,NADIA,22,90
1979,ROMAIN,22,91
1979,AURELIEN,21,92
1979,MARINA,21,93
1979,FRANCK,20,94
1979,JENNIFER,20,95
1979,JÉRÔME,20,96
1979,JESSICA,20,97
1979,SYLVIE,20,98
1979,ANGELIQUE,19,99
1979,ANTOINE,19,100
1978,SEBASTIEN,158,1
1978,NICOLAS,135,2
1978,DAVID,123,3
1978,LAETITIA,118,4
1978,JULIEN,112,5
1978,CEDRIC,104,6
1978,MARIE,104,7
1978,STEPHANIE,101,8
1978,CHRISTOPHE,90,9
1978,JEROME,89,10
1978,CELINE,88,11
1978,LAURENT,84,12
1978,SOPHIE,79,13
1978,JEAN,78,14
1978,OLIVIER,77,15
1978,VIRGINIE,76,16
1978,GUILLAUME,69,17
1978,CYRIL,68,18
1978,SANDRINE,67,19
1978,CAROLINE,66,20
1978,STEPHANE,64,21
1978,VANESSA,64,22
1978,CHRISTELLE,63,23
1978,FREDERIC,63,24
1978,VINCENT,60,25
1978,DELPHINE,59,26
1978,NATHALIE,59,27
1978,MATHIEU,58,28
1978,ANNE,57,29
1978,DAMIEN,57,30
1978,SANDRA,57,31
1978,LUDOVIC,56,32
1978,KARINE,55,33
1978,AUDREY,54,34
1978,ALEXANDRE,52,35
1978,CECILE,52,36
1978,EMILIE,50,37
1978,ISABELLE,49,38
1978,PIERRE,49,39
1978,JULIE,48,40
1978,SÉBASTIEN,47,41
1978,BENOIT,46,42
1978,THOMAS,46,43
1978,AURELIE,45,44
1978,SABRINA,43,45
1978,ERIC,40,46
1978,SYLVAIN,40,47
1978,SEVERINE,38,48
1978,EMMANUEL,37,49
1978,FRANCK,36,50
1978,FABIEN,35,51
1978,MATTHIEU,35,52
1978,ARNAUD,34,53
1978,XAVIER,34,54
1978,MAGALI,33,55
1978,CÉDRIC,32,56
1978,GREGORY,32,57
1978,HELENE,32,58
1978,ALEXANDRA,31,59
1978,PASCAL,31,60
1978,EMMANUELLE,30,61
1978,CARINE,29,62
1978,CAROLE,29,63
1978,CÉLINE,29,64
1978,FABRICE,29,65
1978,JÉRÔME,29,66
1978,MICHAEL,29,67
1978,ELODIE,28,68
1978,LIONEL,28,69
1978,STÉPHANE,27,70
1978,BENJAMIN,26,71
1978,LOIC,26,72
1978,MARC,26,73
1978,STÉPHANIE,26,74
1978,AUDE,25,75
1978,LAURENCE,25,76
1978,ROMAIN,25,77
1978,AURORE,24,78
1978,CLAIRE,24,79
1978,FLORENCE,24,80
1978,BERTRAND,23,81
1978,MARION,23,82
1978,VALERIE,23,83
1978,YANNICK,23,84
1978,GAELLE,22,85
1978,LAURE,22,86
1978,MARINA,22,87
1978,NADIA,22,88
1978,CATHERINE,21,89
1978,MELANIE,21,90
1978,NADEGE,21,91
1978,SONIA,21,92
1978,VERONIQUE,21,93
1978,YANN,21,94
1978,NATACHA,20,95
1978,SYLVIE,20,96
1978,FRANCOIS,19,97
1978,KATIA,19,98
1978,MICKAEL,19,99
1978,SARAH,19,100
1977,NICOLAS,174,1
1977,SEBASTIEN,159,2
1977,DAVID,147,3
1977,STEPHANIE,137,4
1977,CHRISTOPHE,114,5
1977,CELINE,103,6
1977,LAETITIA,97,7
1977,OLIVIER,92,8
1977,FREDERIC,91,9
1977,JEROME,87,10
1977,JULIEN,87,11
1977,SOPHIE,87,12
1977,CEDRIC,85,13
1977,JEAN,85,14
1977,SANDRINE,84,15
1977,MARIE,82,16
1977,VIRGINIE,82,17
1977,DELPHINE,79,18
1977,LAURENT,79,19
1977,NATHALIE,79,20
1977,GUILLAUME,76,21
1977,ANNE,71,22
1977,KARINE,68,23
1977,ALEXANDRE,65,24
1977,CHRISTELLE,63,25
1977,LUDOVIC,62,26
1977,CECILE,61,27
1977,VINCENT,61,28
1977,SANDRA,60,29
1977,STEPHANE,60,30
1977,CYRIL,58,31
1977,AUDREY,54,32
1977,PIERRE,54,33
1977,CAROLINE,52,34
1977,XAVIER,52,35
1977,MATHIEU,51,36
1977,ARNAUD,50,37
1977,SEVERINE,50,38
1977,VANESSA,47,39
1977,BENOIT,46,40
1977,ISABELLE,42,41
1977,FRANCK,39,42
1977,PHILIPPE,38,43
1977,ERIC,36,44
1977,CAROLE,35,45
1977,DAMIEN,35,46
1977,JULIE,35,47
1977,MAGALI,35,48
1977,SÉBASTIEN,35,49
1977,SYLVAIN,35,50
1977,THOMAS,35,51
1977,PASCAL,34,52
1977,MICHAEL,33,53
1977,VALERIE,33,54
1977,SONIA,32,55
1977,ANTHONY,31,56
1977,CÉDRIC,31,57
1977,FABIEN,31,58
1977,FABRICE,31,59
1977,FRÉDÉRIC,31,60
1977,CÉLINE,30,61
1977,LAURENCE,30,62
1977,MATTHIEU,30,63
1977,SYLVIE,30,64
1977,CARINE,29,65
1977,JÉRÔME,29,66
1977,EMMANUEL,28,67
1977,CLAIRE,27,68
1977,ESTELLE,27,69
1977,GAELLE,27,70
1977,LAURE,27,71
1977,STÉPHANIE,27,72
1977,YANNICK,27,73
1977,AURELIE,26,74
1977,CATHERINE,26,75
1977,BENJAMIN,25,76
1977,GERALDINE,25,77
1977,HELENE,25,78
1977,NADEGE,25,79
1977,LIONEL,24,80
1977,MARC,24,81
1977,MAGALIE,23,82
